participant,session,task,raw,referenced,ref,filtered_downsampled,highpass_freq,lowpass_freq,phase,resample_rate,ref_filt_ds,rereferenced,ref_filt_ds_reref,interpolated,ref_filt_ds_reref_interp,bad_channels_marked,bad_channels,annotated,annotation_labels,annotation_onsets,annotation_durations,ica,n_components,ica_method,random_state,bad_indices_marked,bad_indices,ref_filt_ds_reref_interp_ica,preprocessed,clean,notes,bads_marked
P18,post-training,rc2,data/EEG-recordings/raw/p18/post-training/P18_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p18/post-training/P18_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/post-training/P18_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/post-training/P18_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/post-training/P18_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 25 27 28,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Similar to rc1 but not as bad. QUESTIONABLE ICA INDICES: Still some artifacts that need annotating after ICA but this recording is useable.,NA
P18,post-training,ro1,data/EEG-recordings/raw/p18/post-training/P18_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p18/post-training/P18_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/post-training/P18_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/post-training/P18_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/post-training/P18_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,T7 TP7,TRUE,BAD_SEGMENT,307.80613250652743,7.2679046997388355,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 29 31 33 34 37 38 39 40 41 42,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Similar to rc1 and rc2 but with blinks too. QUESTIONABLE ICA INDICES: Some artifacts still need annotating after ICA.,NA
P18,post-training,ro2,data/EEG-recordings/raw/p18/post-training/P18_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p18/post-training/P18_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/post-training/P18_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/post-training/P18_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/post-training/P18_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,T7 TP7,TRUE,BAD_SEGMENT BAD_END,289.36465731070496 300.0,4.840920365535226 35.45,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 26 27 28 29 30 32 34 35 36,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/post-training/P18_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Similar to ro1. QUESTIONABLE ICA INDICES: Some artifacts need annotating after ICA.,NA
P18,pre-training,rc1,data/EEG-recordings/raw/p18/pre-training/P18_pre_rc1.vhdr,FALSE,data/EEG-recordings/ref/p18/pre-training/P18_pre_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/pre-training/P18_pre_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/pre-training/P18_pre_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/pre-training/P18_pre_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,1 3 7 8 9 15 16 17 18 21 24 26 27 29 30 33 35 36 37 40 42 43 44 45,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Fairly typical recording. QUESTIONABLE ICA INDICES: 1, 7, 8. A tiny bit of noise and drift that might need annotating after ICA.",NA
P18,pre-training,rc2,data/EEG-recordings/raw/p18/pre-training/P18_pre_rc2.vhdr,FALSE,data/EEG-recordings/ref/p18/pre-training/P18_pre_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/pre-training/P18_pre_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/pre-training/P18_pre_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/pre-training/P18_pre_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT,300.3170430809399,4.097167101827665,TRUE,0.995,picard,666,TRUE,0 1 4 8 9 11 12 15 18 19 22 24 25 26 27 28 29 31 32 33 36 37 38 39 40 41 42 43 44 45,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Similar to rc1. QUESTIONABLE ICA INDICES: .,NA
P18,pre-training,ro1,data/EEG-recordings/raw/p18/pre-training/P18_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p18/pre-training/P18_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/pre-training/P18_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/pre-training/P18_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/pre-training/P18_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,T7 TP7 Fp2 T8,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,0 1 8 9 10 13 15 21 23 24 26 27 28 31 32 33 35 37 38 39 40 41 42 43 44 46,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Handful of noisy channels. QUESTIONABLE ICA INDICES: .,NA
P18,pre-training,ro2,data/EEG-recordings/raw/p18/pre-training/P18_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p18/pre-training/P18_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p18/pre-training/P18_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p18/pre-training/P18_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p18/pre-training/P18_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,T7 Fp2 TP7 TP8 Fp1,TRUE,BAD_END,306.7010509138381,5.398949086161906,TRUE,0.995,picard,666,TRUE,0 7 8 9 10 11 12 13 14 17 18 19 20 25 26 27 28 29 32 33 35 36 37 38 39 40 41 43 44 45 46 47 48 49,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p18/pre-training/P18_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Like ro1 but with noisier channels. QUESTIONABLE ICA INDICES: .,NA
P19,follow-up,rc1,data/EEG-recordings/raw/p19/follow-up/P19_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p19/follow-up/P19_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/follow-up/P19_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/follow-up/P19_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/follow-up/P19_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_END,2.9097715404699738 63.98750652741514 303.48855744125325,3.359937989556135 5.310659268929506 6.411442558746728,TRUE,0.995,picard,666,TRUE,1 2 3 4 6 8 10 13 14 15 16 18 20 22 24 31 32 35 36 37 42 44 46,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: Fairly noisy for first 50 seconds, okay after. QUESTIONABLE ICA INDICES: 1, 2, 3, 4, .",NA
P19,follow-up,rc2,data/EEG-recordings/raw/p19/follow-up/P19_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p19/follow-up/P19_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/follow-up/P19_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/follow-up/P19_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/follow-up/P19_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,TP9,TRUE,BAD_SEGMENT BAD_END,0.22834530026109656 303.27123368146215,10.897832898172323 8.72876631853785,TRUE,0.995,picard,666,TRUE,1 2 4 6 7 8 9 14 15 16 17 20 22 25 27 29 30 34 36 39 40 42 43,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Kind of wavy but otherwise okay. QUESTIONABLE ICA INDICES: .,NA
P19,follow-up,ro1,data/EEG-recordings/raw/p19/follow-up/P19_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p19/follow-up/P19_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/follow-up/P19_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/follow-up/P19_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/follow-up/P19_fu_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,114.88501305483028 305.86948433420366,3.053302872062673 5.080515665796327,TRUE,0.995,picard,666,TRUE,0 1 2 4 5 6 7 10 11 12 13 14 18 27 28 29 30 31 32 34 37,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: It might be worth dropping channel AF8 after ICA. QUESTIONABLE ICA INDICES: .,NA
P19,follow-up,ro2,data/EEG-recordings/raw/p19/follow-up/P19_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p19/follow-up/P19_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/follow-up/P19_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/follow-up/P19_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/follow-up/P19_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,0.03262075718015667 100.4358681462141 255.80247062663184 279.71821148825063 306.5131821148825,9.814823759791123 4.195029373368143 10.584673629242815 21.918929503916445 6.986817885117489,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 7 10 11 12 14 15 18 19 21 22 26 27 28 30 35 41,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/follow-up/P19_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: A few very noisy segments. QUESTIONABLE ICA INDICES: .,NA
P19,post-training,rc1,data/EEG-recordings/raw/p19/post-training/P19_post_rc1.vhdr,FALSE,data/EEG-recordings/ref/p19/post-training/P19_post_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/post-training/P19_post_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/post-training/P19_post_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/post-training/P19_post_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,1 2 3 7 13 18 19 25 29 30 31 35 37 38 39 43 44 48,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: . QUESTIONABLE ICA INDICES: .,NA
P19,post-training,rc2,data/EEG-recordings/raw/p19/post-training/P19_post_rc2.vhdr,FALSE,data/EEG-recordings/ref/p19/post-training/P19_post_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/post-training/P19_post_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/post-training/P19_post_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/post-training/P19_post_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT,210.54677872062663,3.438227806788518,TRUE,0.995,picard,666,TRUE,4 7 11 12 13 15 16 17 18 22 27 29 33 34 35 36 40 44 48,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_rc2_ref_filt-ds_reref_interp_ica.fif.gz,"BADS: One noisy segment in middle, otherwise okay. Still notable drift after ICA. QUESTIONABLE ICA INDICES: .",NA
P19,post-training,ro1,data/EEG-recordings/raw/p19/post-training/P19_post_ro1.vhdr,FALSE,data/EEG-recordings/ref/p19/post-training/P19_post_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/post-training/P19_post_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/post-training/P19_post_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/post-training/P19_post_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,300.0,8.9,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 8 9 11 13 18 22 25 26 27 28 29 30 32 33 34 36 37 40 42 44,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Still some slow drifts after ICA. QUESTIONABLE ICA INDICES: .,NA
P19,post-training,ro2,data/EEG-recordings/raw/p19/post-training/P19_post_ro2.vhdr,FALSE,data/EEG-recordings/ref/p19/post-training/P19_post_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/post-training/P19_post_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/post-training/P19_post_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/post-training/P19_post_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_END,153.92753916449087 306.81734660574415,4.560381853785913 2.4826533942558626,TRUE,0.995,picard,666,TRUE,0 1 2 3 6 7 9 10 12 13 14 15 16 17 20 22 23 24 26 30 34 37 44,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/post-training/P19_post_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: . QUESTIONABLE ICA INDICES: .,NA
P19,pre-training,rc1,data/EEG-recordings/raw/p19/pre-training/P19_pre_rc1.vhdr,FALSE,data/EEG-recordings/ref/p19/pre-training/P19_pre_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/pre-training/P19_pre_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/pre-training/P19_pre_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/pre-training/P19_pre_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,NA,NA,NA,TRUE,0.995,picard,666,TRUE,0 1 2 4 5 6 7 8 9 12 13 14 15 16 18 20 21 24 25 28 29 30 39 45 47 51,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Some slightly noisy channels. Still some small drifts after ICA. QUESTIONABLE ICA INDICES: 32.,NA
P19,pre-training,rc2,data/EEG-recordings/raw/p19/pre-training/P19_pre_rc2.vhdr,FALSE,data/EEG-recordings/ref/p19/pre-training/P19_pre_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/pre-training/P19_pre_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/pre-training/P19_pre_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/pre-training/P19_pre_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_END,0.0 268.3217232375979 304.12294386422974 351.81464425587467 376.78261749347257,10.639046997389034 7.818433420365523 1.4092167101828181 7.731119451697111 10.707382506527438,TRUE,0.995,picard,666,TRUE,0 1 3 4 5 6 7 8 10 11 13 15 16 18 23 25 26 27 29 32 33 36 37 38 39 46 48 49,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_rc2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Kind of noisy. QUESTIONABLE ICA INDICES: .,NA
P19,pre-training,ro1,data/EEG-recordings/raw/p19/pre-training/P19_pre_ro1.vhdr,FALSE,data/EEG-recordings/ref/p19/pre-training/P19_pre_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/pre-training/P19_pre_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/pre-training/P19_pre_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/pre-training/P19_pre_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_END,300.0,9.8,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 19 21 22 23 25 26 29 31 32 33 35 39 40 41 42 43,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: . QUESTIONABLE ICA INDICES: .,NA
P19,pre-training,ro2,data/EEG-recordings/raw/p19/pre-training/P19_pre_ro2.vhdr,FALSE,data/EEG-recordings/ref/p19/pre-training/P19_pre_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p19/pre-training/P19_pre_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p19/pre-training/P19_pre_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p19/pre-training/P19_pre_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_START BAD_END,0.006524151436031356 300.0,4.984451697127937 24.7,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 7 8 10 12 13 14 16 17 18 19 20 21 23 24 29 32 34 35,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p19/pre-training/P19_pre_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Kinda drifty. TP10 slightly noisy. QUESTIONABLE ICA INDICES: .,NA
P20,follow-up,rc1,data/EEG-recordings/raw/p20/follow-up/P20_fu_rc1.vhdr,FALSE,data/EEG-recordings/ref/p20/follow-up/P20_fu_rc1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p20/follow-up/P20_fu_rc1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p20/follow-up/P20_fu_rc1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p20/follow-up/P20_fu_rc1_ref_filt-ds_reref_interp.fif.gz,TRUE,TP10,TRUE,BAD_SEGMENT BAD_END,168.47084856396867 296.99369451697123,3.4447519582245434 7.656305483028746,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 7 8 10 11 13 15 18 19 20 21 24 26 27 28 29 30 32 33 34 35,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_rc1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: A lot of eye activity for eyes closed. QUESTIONABLE ICA INDICES: .,NA
P20,follow-up,rc2,data/EEG-recordings/raw/p20/follow-up/P20_fu_rc2.vhdr,FALSE,data/EEG-recordings/ref/p20/follow-up/P20_fu_rc2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p20/follow-up/P20_fu_rc2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p20/follow-up/P20_fu_rc2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p20/follow-up/P20_fu_rc2_ref_filt-ds_reref_interp.fif.gz,TRUE,FT7 F8,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT,13.092447780678853 61.747222584856395 142.85757832898173 148.71224216710183 170.9969451697128,1.6571344647519588 3.3925587467362917 0.9720985639686717 4.3450848563968805 1.9246246736292392,TRUE,0.995,picard,666,TRUE,0 1 2 4 6 10 12 13 14 15 16 17 18 19 20 22 23 25 26 27 29 30 31 33 34 35 36 37,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_rc2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Similar to previous but maybe a bit worse. QUESTIONABLE ICA INDICES: .,NA
P20,follow-up,ro1,data/EEG-recordings/raw/p20/follow-up/P20_fu_ro1.vhdr,FALSE,data/EEG-recordings/ref/p20/follow-up/P20_fu_ro1_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p20/follow-up/P20_fu_ro1_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p20/follow-up/P20_fu_ro1_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p20/follow-up/P20_fu_ro1_ref_filt-ds_reref_interp.fif.gz,TRUE,NA,TRUE,BAD_SEGMENT BAD_SEGMENT BAD_SEGMENT,37.4975 41.19141971279373 243.1903100522193,0.41754569190599966 2.381315274151433 5.832591383812002,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 29 31 33 37 38 39,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_ro1_ref_filt-ds_reref_interp_ica.fif.gz,BADS: . QUESTIONABLE ICA INDICES: .,NA
P20,follow-up,ro2,data/EEG-recordings/raw/p20/follow-up/P20_fu_ro2.vhdr,FALSE,data/EEG-recordings/ref/p20/follow-up/P20_fu_ro2_ref.fif.gz,TRUE,0.1,50,zero-double,200,data/EEG-recordings/ref_filt-ds/p20/follow-up/P20_fu_ro2_ref_filt-ds.fif.gz,TRUE,data/ref_filt-ds_reref/p20/follow-up/P20_fu_ro2_ref_filt-ds_reref.fif.gz,TRUE,data/ref_filt-ds_reref_interp/p20/follow-up/P20_fu_ro2_ref_filt-ds_reref_interp.fif.gz,TRUE,FC6 F5 F6,TRUE,BAD_START BAD_SEGMENT BAD_SEGMENT BAD_END,0.0 232.21821148825066 262.7531919060052 299.1279536553525,6.745972584856396 6.909076370757191 3.8166285900783237 9.072046344647504,TRUE,0.995,picard,666,TRUE,0 1 2 3 4 5 6 8 9 10 12 13 14 15 16 18 19 23 27 30 31 33 34 36,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,FALSE,data/ref_filt-ds_reref_interp_ica/p20/follow-up/P20_fu_ro2_ref_filt-ds_reref_interp_ica.fif.gz,BADS: Still kinda drifty after ICA. QUESTIONABLE ICA INDICES: .,NA
